codigo_a,codigo_b,recomendacion,confianza,razones,evidencia_faltante
15-02-0119-46,15-02-0120-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
04-02-0009-46,04-02-0010-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
04-03-0204-46,04-03-3046-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
20-01-0183-46,20-01-0184-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
20-09-0037-46,20-09-0038-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-01-0254-46,00-01-8599-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-01-0298-46,00-01-0299-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-01-0450-46,00-01-0451-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-01-0531-46,00-01-0532-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-01-0534-46,00-01-0688-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-01-0571-46,00-01-0694-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-01-0573-46,00-01-0574-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-01-0596-46,00-01-9470-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-01-0598-46,00-01-0721-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-01-0639-46,00-01-0640-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-01-0688-46,00-01-2385-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-01-0688-46,00-01-9773-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-01-8176-46,00-01-8685-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-01-8645-46,00-01-8974-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-01-8935-46,00-01-9192-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-01-9070-46,00-01-9387-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-01-9223-46,00-01-9360-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-12-0167-46,00-12-9585-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-16-0006-46,00-16-7519-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-18-0070-46,00-18-0077-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-02-0054-46,00-02-0057-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-02-0055-46,00-02-0058-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-02-0055-46,00-02-0069-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-02-0056-46,00-02-0065-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-02-0058-46,00-02-0069-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-02-0060-46,00-02-0068-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-02-0061-46,00-02-0070-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-02-0063-46,00-02-0071-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-02-0094-46,00-02-0122-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-02-0123-46,00-02-0315-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-06-9629-46,00-06-9630-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-07-0030-46,00-07-0653-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-07-0080-46,00-07-0093-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-07-0089-46,00-07-0092-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-09-0002-46,00-09-0004-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
02-01-0068-46,02-01-0069-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
02-01-0068-46,02-01-0075-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
02-01-0069-46,02-01-0075-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
02-03-0004-46,02-03-0055-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
02-04-0004-46,02-04-0005-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
02-06-0004-46,02-06-0006-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
05-01-0144-46,05-01-0288-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
05-01-0144-46,05-01-0325-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
05-01-0288-46,05-01-0325-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
05-01-0296-46,05-01-2899-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
05-01-0320-46,05-01-0348-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
05-01-0323-46,05-01-2540-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
05-01-0323-46,05-01-2541-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
05-01-0381-46,05-01-0482-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
05-01-0429-46,05-01-0439-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
05-10-0020-46,05-10-0021-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
05-10-0020-46,05-10-0022-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
05-10-0023-46,05-10-0036-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
05-03-0022-46,05-03-0025-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
05-13-0078-46,05-13-0094-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
05-02-0051-46,05-02-0076-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
05-02-0227-46,05-02-0234-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
05-06-0050-46,05-06-0099-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
05-06-0050-46,05-06-0113-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
05-06-0062-46,05-06-0063-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
05-06-0080-46,05-06-0081-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
05-06-0082-46,05-06-0093-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
05-06-0089-46,05-06-0097-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
05-06-0093-46,05-06-0100-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
05-06-0093-46,05-06-0103-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-14-0078-46,01-14-8181-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-14-0190-46,01-14-7084-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-14-0219-46,01-14-0220-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-14-7364-46,01-14-8053-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-06-0074-46,01-06-0075-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-13-0081-46,01-13-0082-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-13-0082-46,01-13-0139-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-13-0100-46,01-13-0104-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-13-0128-46,01-13-9528-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-08-0023-46,01-08-0024-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-08-0440-46,01-08-8372-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-08-0470-46,01-08-0760-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-08-0479-46,01-08-8431-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-08-0500-46,01-08-7571-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-08-0730-46,01-08-0731-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-03-0129-46,01-03-0130-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
